ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000155367	333926	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J
ENSG00000155368	1622	DBI	diazepam binding inhibitor, acyl-CoA binding protein
ENSG00000155380	6566	SLC16A1	solute carrier family 16 member 1
ENSG00000155393	55027	HEATR3	HEAT repeat containing 3
ENSG00000155438	84365	NIFK	nucleolar protein interacting with the FHA domain of MKI67
ENSG00000155463	5018	OXA1L	OXA1L mitochondrial inner membrane protein
ENSG00000155465	9056	SLC7A7	solute carrier family 7 member 7
ENSG00000155506	23367	LARP1	La ribonucleoprotein 1, translational regulator
ENSG00000155508	9337	CNOT8	CCR4-NOT transcription complex subunit 8
ENSG00000155511	2890	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
ENSG00000155530	136332	LRGUK	leucine rich repeats and guanylate kinase domain containing
ENSG00000155542	133383	SETD9	SET domain containing 9
ENSG00000155545	166968	MIER3	MIER family member 3
ENSG00000155561	23165	NUP205	nucleoporin 205
ENSG00000155592	342357	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
ENSG00000155621	138241	C9orf85	chromosome 9 open reading frame 85
ENSG00000155629	118788	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
ENSG00000155636	129831	RBM45	RNA binding motif protein 45
ENSG00000155657	7273	TTN	titin
ENSG00000155659	11326	VSIG4	V-set and immunoglobulin domain containing 4
ENSG00000155660	9601	PDIA4	protein disulfide isomerase family A member 4
ENSG00000155666	79831	KDM8	lysine demethylase 8
ENSG00000155714	255762	PDZD9	PDZ domain containing 9
ENSG00000155719	146183	OTOA	otoancorin
ENSG00000155729	130535	KCTD18	potassium channel tetramerization domain containing 18
ENSG00000155744	285172	FAM126B	family with sequence similarity 126 member B
ENSG00000155749	130540	FLACC1	flagellum associated containing coiled-coil domains 1
ENSG00000155754	151254	C2CD6	C2 calcium dependent domain containing 6
ENSG00000155755	65062	TMEM237	transmembrane protein 237
ENSG00000155760	8324	FZD7	frizzled class receptor 7
ENSG00000155761	200162	SPAG17	sperm associated antigen 17
ENSG00000155792	64798	DEPTOR	DEP domain containing MTOR interacting protein
ENSG00000155816	56776	FMN2	formin 2
ENSG00000155827	56254	RNF20	ring finger protein 20
ENSG00000155846	133522	PPARGC1B	PPARG coactivator 1 beta
ENSG00000155849	9844	ELMO1	engulfment and cell motility 1
ENSG00000155850	1836	SLC26A2	solute carrier family 26 member 2
ENSG00000155858	134353	LSM11	LSM11, U7 small nuclear RNA associated
ENSG00000155868	9443	MED7	mediator complex subunit 7
ENSG00000155875	158297	SAXO1	stabilizer of axonemal microtubules 1
ENSG00000155876	10670	RRAGA	Ras related GTP binding A
ENSG00000155886	25769	SLC24A2	solute carrier family 24 member 2
ENSG00000155893	92370	PXYLP1	2-phosphoxylose phosphatase 1
ENSG00000155903	5922	RASA2	RAS p21 protein activator 2
ENSG00000155906	55005	RMND1	required for meiotic nuclear division 1 homolog
ENSG00000155926	6503	SLA	Src like adaptor
ENSG00000155957	51643	TMBIM4	transmembrane BAX inhibitor motif containing 4
ENSG00000155959	7411	VBP1	VHL binding protein 1
ENSG00000155961	116442	RAB39B	RAB39B, member RAS oncogene family
ENSG00000155962	1193	CLIC2	chloride intracellular channel 2
ENSG00000155966	2334	AFF2	AF4/FMR2 family member 2
ENSG00000155970	286097	MICU3	mitochondrial calcium uptake family member 3
ENSG00000155974	23426	GRIP1	glutamate receptor interacting protein 1
ENSG00000155975	137492	VPS37A	VPS37A subunit of ESCRT-I
ENSG00000156011	23362	PSD3	pleckstrin and Sec7 domain containing 3
ENSG00000156017	138199	CARNMT1	carnosine N-methyltransferase 1
ENSG00000156026	90550	MCU	mitochondrial calcium uniporter
ENSG00000156030	91748	MIDEAS	mitotic deacetylase associated SANT domain protein
ENSG00000156042	118491	CFAP70	cilia and flagella associated protein 70
ENSG00000156049	9630	GNA14	G protein subunit alpha 14
ENSG00000156050	145483	FAM161B	FAM161 centrosomal protein B
ENSG00000156052	2776	GNAQ	G protein subunit alpha q
ENSG00000156097	83873	GPR61	G protein-coupled receptor 61
ENSG00000156110	132	ADK	adenosine kinase
ENSG00000156113	3778	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
ENSG00000156127	10538	BATF	basic leucine zipper ATF-like transcription factor
ENSG00000156136	1633	DCK	deoxycytidine kinase
ENSG00000156140	9508	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3
ENSG00000156150	257	ALX3	ALX homeobox 3
ENSG00000156162	286148	DPY19L4	dpy-19 like 4
ENSG00000156170	137682	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6
ENSG00000156171	128338	DRAM2	DNA damage regulated autophagy modulator 2
ENSG00000156172	157657	CFAP418	cilia and flagella associated protein 418
ENSG00000156194	5470	PPEF2	protein phosphatase with EF-hand domain 2
ENSG00000156206	161502	CFAP161	cilia and flagella associated protein 161
ENSG00000156218	57188	ADAMTSL3	ADAMTS like 3
ENSG00000156219	419	ART3	ADP-ribosyltransferase 3 (inactive)
ENSG00000156232	123720	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules
ENSG00000156234	10563	CXCL13	C-X-C motif chemokine ligand 13
ENSG00000156239	29104	N6AMT1	N-6 adenine-specific DNA methyltransferase 1
ENSG00000156253	10069	RWDD2B	RWD domain containing 2B
ENSG00000156256	10600	USP16	ubiquitin specific peptidase 16
ENSG00000156261	10694	CCT8	chaperonin containing TCP1 subunit 8
ENSG00000156265	56911	MAP3K7CL	MAP3K7 C-terminal like
ENSG00000156269	84779	NAA11	N-alpha-acetyltransferase 11, NatA catalytic subunit
ENSG00000156273	571	BACH1	BTB domain and CNC homolog 1
ENSG00000156284	9073	CLDN8	claudin 8
ENSG00000156299	7074	TIAM1	TIAM Rac1 associated GEF 1
ENSG00000156304	57466	SCAF4	SR-related CTD associated factor 4
ENSG00000156313	6103	RPGR	retinitis pigmentosa GTPase regulator
ENSG00000156345	23552	CDK20	cyclin dependent kinase 20
ENSG00000156374	84108	PCGF6	polycomb group ring finger 6
ENSG00000156381	122416	ANKRD9	ankyrin repeat domain 9
ENSG00000156384	119392	SFR1	SWI5 dependent homologous recombination repair protein 1
ENSG00000156398	118980	SFXN2	sideroflexin 2
ENSG00000156411	9556	ATP5MJ	ATP synthase membrane subunit j
ENSG00000156413	2528	FUT6	fucosyltransferase 6
ENSG00000156414	122402	TDRD9	tudor domain containing 9
ENSG00000156427	8817	FGF18	fibroblast growth factor 18
ENSG00000156453	5097	PCDH1	protocadherin 1
ENSG00000156463	153769	SH3RF2	SH3 domain containing ring finger 2
ENSG00000156467	7381	UQCRB	ubiquinol-cytochrome c reductase binding protein
ENSG00000156469	51001	MTERF3	mitochondrial transcription termination factor 3
ENSG00000156471	9791	PTDSS1	phosphatidylserine synthase 1
ENSG00000156475	5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
ENSG00000156482	6156	RPL30	ribosomal protein L30
ENSG00000156486	3788	KCNS2	potassium voltage-gated channel modifier subfamily S member 2
ENSG00000156500	159091	PABIR3	PABIR family member 3
ENSG00000156502	6832	SUPV3L1	Suv3 like RNA helicase
ENSG00000156504	159090	PABIR2	PABIR family member 2
ENSG00000156508	1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
ENSG00000156509	286151	FBXO43	F-box protein 43
ENSG00000156515	3098	HK1	hexokinase 1
ENSG00000156521	219743	TYSND1	trypsin like peroxisomal matrix peptidase 1
ENSG00000156531	84295	PHF6	PHD finger protein 6
ENSG00000156535	135228	CD109	CD109 molecule
ENSG00000156574	4838	NODAL	nodal growth differentiation factor
ENSG00000156587	9246	UBE2L6	ubiquitin conjugating enzyme E2 L6
ENSG00000156599	25921	ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5
ENSG00000156603	219541	MED19	mediator complex subunit 19
ENSG00000156639	60685	ZFAND3	zinc finger AN1-type containing 3
ENSG00000156642	27020	NPTN	neuroplastin
ENSG00000156650	23522	KAT6B	lysine acetyltransferase 6B
ENSG00000156671	142891	SAMD8	sterile alpha motif domain containing 8
ENSG00000156675	80223	RAB11FIP1	RAB11 family interacting protein 1
ENSG00000156697	10813	UTP14A	UTP14A small subunit processome component
ENSG00000156709	9131	AIFM1	apoptosis inducing factor mitochondria associated 1
ENSG00000156711	5603	MAPK13	mitogen-activated protein kinase 13
ENSG00000156735	9530	BAG4	BAG cochaperone 4
ENSG00000156738	931	MS4A1	membrane spanning 4-domains A1
ENSG00000156787	93594	TBC1D31	TBC1 domain family member 31
ENSG00000156795	55093	NTAQ1	N-terminal glutamine amidase 1
ENSG00000156802	29028	ATAD2	ATPase family AAA domain containing 2
ENSG00000156804	114907	FBXO32	F-box protein 32
ENSG00000156831	286053	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
ENSG00000156853	115509	ZNF689	zinc finger protein 689
ENSG00000156858	78994	PRR14	proline rich 14
ENSG00000156860	64319	FBRS	fibrosin
ENSG00000156869	391059	FRRS1	ferric chelate reductase 1
ENSG00000156873	5261	PHKG2	phosphorylase kinase catalytic subunit gamma 2
ENSG00000156875	64645	MFSD14A	major facilitator superfamily domain containing 14A
ENSG00000156876	163786	SASS6	SAS-6 centriolar assembly protein
ENSG00000156886	3681	ITGAD	integrin subunit alpha D
ENSG00000156925	7547	ZIC3	Zic family member 3
ENSG00000156928	115416	MALSU1	mitochondrial assembly of ribosomal large subunit 1
ENSG00000156931	23355	VPS8	VPS8 subunit of CORVET complex
ENSG00000156958	2585	GALK2	galactokinase 2
ENSG00000156959	375323	LHFPL4	LHFPL tetraspan subfamily member 4
ENSG00000156966	93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
ENSG00000156968	255027	MPV17L	MPV17 mitochondrial inner membrane protein like
ENSG00000156970	701	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B
ENSG00000156973	5147	PDE6D	phosphodiesterase 6D
ENSG00000156976	1974	EIF4A2	eukaryotic translation initiation factor 4A2
ENSG00000156983	7862	BRPF1	bromodomain and PHD finger containing 1
ENSG00000156990	285367	RPUSD3	RNA pseudouridine synthase D3
ENSG00000157014	9797	TATDN2	TatD DNase domain containing 2
ENSG00000157017	51738	GHRL	ghrelin and obestatin prepropeptide
ENSG00000157020	6396	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
ENSG00000157036	9941	EXOG	exo/endonuclease G
ENSG00000157045	123803	NTAN1	N-terminal asparagine amidase
ENSG00000157064	23057	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
ENSG00000157077	9372	ZFYVE9	zinc finger FYVE-type containing 9
ENSG00000157087	491	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
ENSG00000157103	6529	SLC6A1	solute carrier family 6 member 1
ENSG00000157106	23049	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase
ENSG00000157107	115548	FCHO2	FCH and mu domain containing endocytic adaptor 2
ENSG00000157110	11030	RBPMS	RNA binding protein, mRNA processing factor
ENSG00000157111	134285	TMEM171	transmembrane protein 171
ENSG00000157150	7079	TIMP4	TIMP metallopeptidase inhibitor 4
ENSG00000157152	6854	SYN2	synapsin II
ENSG00000157168	3084	NRG1	neuregulin 1
ENSG00000157181	54953	ODR4	odr-4 GPCR localization factor homolog
ENSG00000157184	1376	CPT2	carnitine palmitoyltransferase 2
ENSG00000157191	55707	NECAP2	NECAP endocytosis associated 2
ENSG00000157193	7804	LRP8	LDL receptor related protein 8
ENSG00000157212	22976	PAXIP1	PAX interacting protein 1
ENSG00000157214	261729	STEAP2	STEAP2 metalloreductase
ENSG00000157216	23648	SSBP3	single stranded DNA binding protein 3
ENSG00000157224	9069	CLDN12	claudin 12
ENSG00000157227	4323	MMP14	matrix metallopeptidase 14
ENSG00000157240	8321	FZD1	frizzled class receptor 1
ENSG00000157259	57798	GATAD1	GATA zinc finger domain containing 1
ENSG00000157303	203328	SUSD3	sushi domain containing 3
ENSG00000157315	146456	TMED6	transmembrane p24 trafficking protein 6
ENSG00000157322	348174	CLEC18A	C-type lectin domain family 18 member A
ENSG00000157326	10901	DHRS4	dehydrogenase/reductase 4
ENSG00000157330	93190	CFAP107	cilia and flagella associated protein 107
ENSG00000157335	283971	CLEC18C	C-type lectin domain family 18 member C
ENSG00000157349	11269	DDX19B	DEAD-box helicase 19B
ENSG00000157350	6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ENSG00000157353	197258	FCSK	fucose kinase
ENSG00000157368	146433	IL34	interleukin 34
ENSG00000157379	115817	DHRS1	dehydrogenase/reductase 1
ENSG00000157388	776	CACNA1D	calcium voltage-gated channel subunit alpha1 D
ENSG00000157399	415	ARSL	arylsulfatase L
ENSG00000157404	3815	KIT	KIT proto-oncogene, receptor tyrosine kinase
ENSG00000157423	54768	HYDIN	HYDIN axonemal central pair apparatus protein
ENSG00000157426	132949	AASDH	aminoadipate-semialdehyde dehydrogenase
ENSG00000157429	7567	ZNF19	zinc finger protein 19
ENSG00000157445	55799	CACNA2D3	calcium voltage-gated channel auxiliary subunit alpha2delta 3
ENSG00000157450	54778	RNF111	ring finger protein 111
ENSG00000157456	9133	CCNB2	cyclin B2
ENSG00000157470	145773	FAM81A	family with sequence similarity 81 member A
ENSG00000157483	4643	MYO1E	myosin IE
ENSG00000157500	26060	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
ENSG00000157510	134265	AFAP1L1	actin filament associated protein 1 like 1
ENSG00000157514	1831	TSC22D3	TSC22 domain family member 3
ENSG00000157538	10311	VPS26C	VPS26 endosomal protein sorting factor C
ENSG00000157540	1859	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A
ENSG00000157542	3763	KCNJ6	potassium inwardly rectifying channel subfamily J member 6
ENSG00000157551	3772	KCNJ15	potassium inwardly rectifying channel subfamily J member 15
ENSG00000157557	2114	ETS2	ETS proto-oncogene 2, transcription factor
ENSG00000157570	90139	TSPAN18	tetraspanin 18
ENSG00000157578	150082	LCA5L	lebercilin LCA5 like
ENSG00000157593	347734	SLC35B2	solute carrier family 35 member B2
ENSG00000157600	84187	TMEM164	transmembrane protein 164
ENSG00000157601	4599	MX1	MX dynamin like GTPase 1
ENSG00000157613	90993	CREB3L1	cAMP responsive element binding protein 3 like 1
ENSG00000157617	25966	C2CD2	C2 calcium dependent domain containing 2
ENSG00000157625	257397	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
ENSG00000157637	124565	SLC38A10	solute carrier family 38 member 10
ENSG00000157653	257169	C9orf43	chromosome 9 open reading frame 43
ENSG00000157654	445815	PALM2AKAP2	PALM2 and AKAP2 fusion
ENSG00000157657	114991	ZNF618	zinc finger protein 618
ENSG00000157680	9162	DGKI	diacylglycerol kinase iota
ENSG00000157693	203197	TMEM268	transmembrane protein 268
ENSG00000157703	136306	SVOPL	SVOP like
ENSG00000157734	79856	SNX22	sorting nexin 22
ENSG00000157741	254048	UBN2	ubinuclein 2
ENSG00000157764	673	BRAF	B-Raf proto-oncogene, serine/threonine kinase
ENSG00000157765	10568	SLC34A2	solute carrier family 34 member 2
ENSG00000157766	176	ACAN	aggrecan
ENSG00000157778	84262	PSMG3	proteasome assembly chaperone 3
ENSG00000157782	9478	CABP1	calcium binding protein 1
ENSG00000157796	57728	WDR19	WD repeat domain 19
ENSG00000157800	84255	SLC37A3	solute carrier family 37 member 3
ENSG00000157823	10239	AP3S2	adaptor related protein complex 3 subunit sigma 2
ENSG00000157827	114793	FMNL2	formin like 2
ENSG00000157833	150946	GAREM2	GRB2 associated regulator of MAPK1 subtype 2
ENSG00000157837	121665	SPPL3	signal peptide peptidase like 3
ENSG00000157851	56896	DPYSL5	dihydropyrimidinase like 5
ENSG00000157856	92749	DRC1	dynein regulatory complex subunit 1
ENSG00000157869	9364	RAB28	RAB28, member RAS oncogene family
ENSG00000157870	127281	PRXL2B	peroxiredoxin like 2B
ENSG00000157873	8764	TNFRSF14	TNF receptor superfamily member 14
ENSG00000157881	55229	PANK4	pantothenate kinase 4 (inactive)
ENSG00000157890	84465	MEGF11	multiple EGF like domains 11
ENSG00000157895	64897	C12orf43	chromosome 12 open reading frame 43
ENSG00000157911	5192	PEX10	peroxisomal biogenesis factor 10
ENSG00000157916	11079	RER1	retention in endoplasmic reticulum sorting receptor 1
ENSG00000157927	55698	RADIL	Rap associating with DIL domain
ENSG00000157933	6497	SKI	SKI proto-oncogene
ENSG00000157954	26100	WIPI2	WD repeat domain, phosphoinositide interacting 2
ENSG00000157978	26119	LDLRAP1	low density lipoprotein receptor adaptor protein 1
ENSG00000157985	116987	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
ENSG00000157992	200634	KRTCAP3	keratinocyte associated protein 3
ENSG00000157999	100310846	ANKRD61	ankyrin repeat domain 61
ENSG00000158006	5051	PAFAH2	platelet activating factor acetylhydrolase 2
ENSG00000158014	7780	SLC30A2	solute carrier family 30 member 2
ENSG00000158019	9577	BABAM2	BRISC and BRCA1 A complex member 2
ENSG00000158023	144406	CFAP251	cilia and flagella associated protein 251
ENSG00000158042	63875	MRPL17	mitochondrial ribosomal protein L17
ENSG00000158050	1844	DUSP2	dual specificity phosphatase 2
ENSG00000158055	57822	GRHL3	grainyhead like transcription factor 3
ENSG00000158062	91544	UBXN11	UBX domain protein 11
ENSG00000158077	338323	NLRP14	NLR family pyrin domain containing 14
ENSG00000158079	138639	PTPDC1	protein tyrosine phosphatase domain containing 1
ENSG00000158089	79623	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14
ENSG00000158092	4690	NCK1	NCK adaptor protein 1
ENSG00000158104	3242	HPD	4-hydroxyphenylpyruvate dioxygenase
ENSG00000158106	114822	RHPN1	rhophilin Rho GTPase binding protein 1
ENSG00000158109	127262	TPRG1L	tumor protein p63 regulated 1 like
ENSG00000158113	254050	LRRC43	leucine rich repeat containing 43
ENSG00000158122	195827	PRXL2C	peroxiredoxin like 2C
ENSG00000158125	7498	XDH	xanthine dehydrogenase
ENSG00000158156	55113	XKR8	XK related 8
ENSG00000158158	26504	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4
ENSG00000158161	2140	EYA3	EYA transcriptional coactivator and phosphatase 3
ENSG00000158163	199221	DZIP1L	DAZ interacting zinc finger protein 1 like
ENSG00000158169	2176	FANCC	FA complementation group C
ENSG00000158186	22808	MRAS	muscle RAS oncogene homolog
ENSG00000158195	10163	WASF2	WASP family member 2
ENSG00000158201	171586	ABHD3	abhydrolase domain containing 3, phospholipase
ENSG00000158220	83850	ESYT3	extended synaptotagmin 3
ENSG00000158234	55179	FAIM	Fas apoptotic inhibitory molecule
ENSG00000158246	115572	TENT5B	terminal nucleotidyltransferase 5B
ENSG00000158258	64084	CLSTN2	calsyntenin 2
ENSG00000158270	81035	COLEC12	collectin subfamily member 12
ENSG00000158286	388591	RNF207	ring finger protein 207
ENSG00000158290	8450	CUL4B	cullin 4B
ENSG00000158292	387509	GPR153	G protein-coupled receptor 153
ENSG00000158296	64849	SLC13A3	solute carrier family 13 member 3
ENSG00000158301	114928	GPRASP2	G protein-coupled receptor associated sorting protein 2
ENSG00000158315	54933	RHBDL2	rhomboid like 2
ENSG00000158321	26053	AUTS2	activator of transcription and developmental regulator AUTS2
